,fund_id,fund_num,fund_name,fund_onevalue,fund_time,fund_1year,fund_2year,fund_3year,fund_5year,fund_star,fund_fee
1489,1490,519666,银河银信添利债券B,1.0447,07-25,0.80%,2.87%,7.24%,15.55%,5,0.00%
1490,1491,002703,长城久源保本混合,1.0060,07-25,0.79%,--,--,--,0,0.12%
1491,1492,001013,华夏希望债券C,1.1140,07-25,0.79%,1.70%,5.73%,15.05%,4,0.00%
1492,1493,000479,信诚惠报债券B,1.0310,07-25,0.79%,--,--,--,0,0.00%
1493,1494,001055,博时产业债纯债债券A,1.0900,07-25,0.79%,2.02%,--,--,0,0.08%
1494,1495,002972,前海开源鼎安债券C,1.0060,07-25,0.78%,--,--,--,0,0.00%
1495,1496,395012,中海增强债券C,1.1250,07-25,0.77%,1.10%,3.40%,11.18%,1,0.00%
1496,1497,151002,银河收益债券,1.3683,07-25,0.77%,2.91%,13.31%,39.17%,5,0.15%
1497,1498,000030,长城久利保本混合,1.0160,07-25,0.77%,0.78%,9.96%,--,0,0.12%
1498,1499,540001,汇丰晋信2016周期,1.1442,07-25,0.77%,1.44%,5.58%,16.62%,0,0.075%
1499,1500,002777,招商安荣保本混合C,1.0060,07-25,0.76%,--,--,--,0,0.00%
1500,1501,680001,浙商聚潮策略配置混合,1.0660,07-25,0.76%,2.62%,--,--,0,0.15%
1501,1502,000639,宝盈祥瑞养老混合,1.2500,07-25,0.76%,1.93%,10.01%,--,0,0.12%
1502,1503,002280,华富安享保本混合,1.0230,07-25,0.75%,--,--,--,0,0.12%
1503,1504,000033,易方达信用债债券C,1.2160,07-25,0.75%,2.78%,6.90%,--,3,0.00%
1504,1505,420002,天弘永利债券A,1.0692,07-25,0.75%,2.57%,7.24%,16.70%,4,0.00%
1505,1506,000334,长城稳固收益债券C,1.0800,07-25,0.75%,1.44%,--,--,0,0.00%
1506,1507,310379,申万菱信添益宝债券B,1.0580,07-25,0.74%,2.53%,6.39%,15.98%,3,0.00%
1507,1508,000185,工银添福债券B,1.6370,07-25,0.74%,1.64%,8.41%,--,4,0.00%
1508,1509,210002,金鹰红利价值,1.2540,07-25,0.74%,5.04%,20.53%,66.70%,5,0.15%
1509,1510,163806,中银稳健增利债券,1.1790,07-25,0.73%,2.68%,7.19%,15.96%,5,0.00%
1510,1511,002193,东方利群混合C,1.2309,07-25,0.73%,--,--,--,0,0.00%
1511,1512,180002,银华保本增值,1.0136,07-25,0.73%,0.95%,4.09%,12.18%,0,0.15%
1512,1513,002291,诺安安鑫保本混合,1.0110,07-25,0.73%,--,--,--,0,0.12%
1513,1514,660002,农银恒久增利债券A,1.3101,07-25,0.72%,2.29%,7.33%,19.63%,4,0.08%
1514,1515,002412,华富安福保本混合,1.0130,07-25,0.72%,--,--,--,0,0.12%
1515,1516,582001,东吴优信稳健债券A,1.1225,07-25,0.72%,-0.15%,-0.35%,3.10%,1,0.08%
1516,1517,000123,汇添富实业债债券C,1.0700,07-25,0.72%,1.93%,6.31%,--,4,0.00%
1517,1518,002145,诺安景鑫保本混合,1.0100,07-25,0.72%,--,--,--,0,0.12%
1518,1519,519726,交银荣祥保本混合,1.0100,07-25,0.72%,0.74%,5.03%,--,0,0.12%
1519,1520,000938,华商稳固添利债券C,1.0710,07-25,0.72%,1.46%,--,--,0,0.00%
1520,1521,519753,交银荣和保本混合,0.9890,07-25,0.72%,1.53%,--,--,0,0.10%
1521,1522,690009,民生加银红利回报,1.7130,07-25,0.70%,5.11%,22.59%,--,5,0.15%
1522,1523,001213,华润元大稳健债券C,1.0100,07-25,0.70%,--,--,--,0,0.00%
1523,1524,519725,交银双轮C,1.0360,07-25,0.70%,1.58%,4.12%,--,1,0.00%
1524,1525,380005,中银纯债债券A,1.0380,07-25,0.70%,2.16%,5.15%,--,3,0.08%
1525,1526,002698,博时裕利纯债债券,1.0120,07-25,0.70%,--,--,--,0,0.08%
1526,1527,000411,景顺长城优质成长,1.0540,07-25,0.70%,-1.52%,2.78%,--,0,0.15%
1527,1528,163816,中银转债增强债券A,1.8730,07-25,0.69%,-4.35%,-0.41%,27.08%,2,0.08%
1528,1529,020027,国泰信用债券A,1.2140,07-25,0.69%,1.12%,3.06%,--,1,0.08%
1529,1530,519661,银河增利债券C,1.5790,07-25,0.68%,3.31%,10.26%,--,3,0.00%
1530,1531,161820,银华纯债信用债券,1.0820,07-25,0.68%,2.23%,6.52%,--,3,0.08%
1531,1532,166008,中欧增强回报债券(LOF)A,1.0297,07-25,0.68%,2.69%,8.19%,20.48%,5,0.08%
1532,1533,000070,国投瑞银中高等级债券C,1.0540,07-25,0.68%,2.05%,5.64%,--,5,0.00%
1533,1534,002560,诺安和鑫保本混合,1.0090,07-25,0.68%,--,--,--,0,0.12%
1534,1535,000149,华安双债添利债券A,1.1060,07-25,0.67%,1.72%,7.96%,--,3,0.08%
1535,1536,002569,博时裕弘纯债债券,1.0010,07-25,0.67%,--,--,--,0,0.08%
1536,1537,000630,圆信永丰纯债C,1.0490,07-25,0.67%,2.31%,5.96%,--,0,0.00%
1537,1538,001578,博时裕瑞纯债债券,1.0091,07-25,0.67%,1.87%,--,--,0,0.08%
1538,1539,371120,上投纯债债券B,1.3600,07-25,0.66%,1.53%,5.27%,14.28%,4,0.00%
1539,1540,253030,国联安信心增益债券,1.0352,07-25,0.66%,-5.99%,-6.98%,-2.70%,1,0.08%
1540,1541,002811,博时裕顺纯债债券,1.0090,07-25,0.66%,--,--,--,0,0.08%
1541,1542,000549,华安大国新经济股票,1.7200,07-25,0.66%,2.50%,8.57%,--,0,0.15%
1542,1543,002738,泓德裕康债券A,1.0000,07-25,0.65%,--,--,--,0,0.08%
1543,1544,233012,大摩多元收益债券A,1.6670,07-25,0.65%,4.43%,11.97%,--,0,0.08%
1544,1545,001140,工银总回报灵活配置混合,0.9680,07-25,0.65%,3.48%,--,--,0,0.15%
1545,1546,270048,广发纯债债券A,1.1820,07-25,0.65%,2.23%,7.43%,--,4,0.08%
1546,1547,001235,中银国有企业债,1.0110,07-25,0.64%,--,--,--,0,0.08%
1547,1548,161612,融通深证成份指数A,0.8480,07-25,0.64%,0.33%,0.33%,10.45%,0,0.12%
1548,1549,400030,东方添益债券,1.0455,07-25,0.64%,3.96%,--,--,0,0.08%
1549,1550,290009,泰信周期债券,1.1320,07-25,0.64%,2.05%,5.71%,13.82%,2,0.08%
1550,1551,000025,大摩双利增强债券C,1.0590,07-25,0.64%,3.07%,7.71%,--,4,0.00%
1551,1552,519113,浦银精致生活,2.0070,07-25,0.64%,1.12%,17.38%,54.04%,4,0.15%
1552,1553,206008,鹏华丰盛稳固债券,1.1550,07-25,0.64%,2.25%,5.37%,13.03%,2,0.00%
1553,1554,001751,华商信用增强债券A,1.0690,07-25,0.63%,--,--,--,0,0.08%
1554,1555,002584,富安达长盈保本混合,1.0040,07-25,0.63%,--,--,--,0,0.12%
1555,1556,000050,长盛纯债债券A,1.0620,07-25,0.63%,1.58%,4.66%,--,2,0.08%
1556,1557,519985,长信纯债壹号债券A,1.1134,07-25,0.63%,2.16%,6.79%,14.14%,2,0.06%
1557,1558,166003,中欧稳健债券A,1.0624,07-25,0.63%,2.03%,3.87%,9.06%,1,0.08%
1558,1559,660109,农银增强收益债券C,1.4232,07-25,0.63%,2.41%,7.23%,18.78%,4,0.00%
1559,1560,001450,东方稳定增利债券A,1.0693,07-25,0.62%,--,--,--,0,0.08%
1560,1561,163823,中银保本混合,1.0270,07-25,0.62%,1.37%,8.21%,--,0,0.12%
1561,1562,485105,工银增强收益债券A,1.1098,07-25,0.62%,2.21%,6.31%,18.74%,3,0.08%
1562,1563,002554,信达澳银纯债债券,1.0040,07-25,0.61%,--,--,--,0,0.08%
1563,1564,002629,招商安博保本混合C,1.0050,07-25,0.61%,--,--,--,0,0.00%
1564,1565,002137,诺安利鑫保本混合,1.0080,07-25,0.60%,--,--,--,0,0.12%
1565,1566,519001,银华价值优选混合,2.0382,07-25,0.59%,-0.64%,5.47%,29.79%,2,0.15%
1566,1567,160105,南方积极配置混合(LOF),1.0206,07-25,0.59%,3.09%,12.13%,40.44%,3,0.15%
1567,1568,002745,北信瑞丰丰利保本,1.0100,07-25,0.59%,--,--,--,0,0.12%
1568,1569,710301,富安达增强收益债券A,1.1935,07-25,0.59%,-3.79%,-4.23%,5.08%,1,0.08%
1569,1570,040009,华安稳定债券A,1.1191,07-25,0.58%,0.93%,5.94%,18.28%,3,0.08%
1570,1571,002512,长城久润保本,1.0170,07-25,0.58%,--,--,--,0,0.12%
1571,1572,001613,长城久祥保本,1.0220,07-25,0.58%,--,--,--,0,0.12%
1572,1573,519745,交银丰润收益债券C,1.0140,07-25,0.57%,2.25%,--,--,0,0.00%
1573,1574,160621,鹏华丰和债券(LOF),1.0740,07-25,0.57%,2.69%,8.33%,--,0,0.08%
1574,1575,700004,平安大华保本混合,1.0260,07-25,0.56%,1.31%,1.81%,--,0,0.12%
1575,1576,240018,华宝可转债,0.9883,07-25,0.55%,-5.32%,-11.72%,-5.79%,1,0.08%
1576,1577,000890,上投摩根纯债添利债券C ,1.0080,07-25,0.55%,1.71%,--,--,0,0.00%
1577,1578,000194,银华信用四季红债券,1.0200,07-25,0.55%,2.44%,7.71%,--,5,0.08%
1578,1579,400013,东方成长收益平衡混合,1.1830,07-25,0.55%,2.12%,6.16%,15.23%,0,0.12%
1579,1580,001905,华安安益保本混合,1.0100,07-25,0.55%,--,--,--,0,0.13%
1580,1581,090017,大成可转债增强债券,1.1860,07-25,0.55%,-4.00%,-9.11%,1.52%,1,0.08%
1581,1582,000649,长城久鑫保本混合,1.0210,07-25,0.54%,0.96%,--,--,0,0.12%
1582,1583,001159,大成景秀灵活配置混合A,1.0760,07-25,0.54%,2.04%,--,--,0,0.15%
1583,1584,660102,农银恒久增利债券C,1.2768,07-25,0.54%,1.92%,6.75%,18.51%,4,0.00%
1584,1585,310328,申万菱信新动力混合,0.6204,07-25,0.54%,0.80%,6.32%,31.23%,2,0.15%
1585,1586,002364,华安安康保本混合C,1.0150,07-25,0.54%,--,--,--,0,0.00%
1586,1587,590009,中邮稳定收益债券A,1.0920,07-25,0.53%,2.10%,6.29%,--,5,0.08%
1587,1588,380006,中银纯债债券C,1.0370,07-25,0.53%,1.93%,4.73%,--,2,0.00%
1588,1589,162211,泰达宏利品质生活混合,0.8700,07-25,0.53%,-6.56%,-14.19%,-11.52%,1,0.15%
1589,1590,210005,金鹰主题优势混合,1.0760,07-25,0.53%,-4.15%,5.09%,29.74%,3,0.15%
1590,1591,163817,中银转债增强债券B,1.8300,07-25,0.52%,-4.67%,-0.98%,25.71%,2,0.00%
1591,1592,360013,光大添益债券A,1.0270,07-25,0.52%,1.43%,4.46%,12.46%,3,0.08%
1592,1593,110037,易方达纯债债券A,1.0900,07-25,0.52%,1.91%,5.48%,11.83%,1,0.08%
1593,1594,001954,银华生态环保主题灵活配置混合,1.0380,07-25,0.52%,--,--,--,0,0.15%
1594,1595,160640,鹏华新能源分级,0.8920,07-25,0.51%,0.96%,--,--,0,0.12%
1595,1596,100066,富国纯债A,1.0240,07-25,0.51%,2.15%,4.84%,--,1,0.08%
1596,1597,483003,工银精选平衡混合,0.4935,07-25,0.51%,-2.79%,0.38%,13.23%,3,0.15%
1597,1598,002109,博时裕丰纯债债券,1.0288,07-25,0.51%,--,--,--,0,0.08%
1598,1599,519120,浦银战略新兴产业混合,2.3560,07-25,0.51%,0.68%,17.78%,--,5,0.15%
1599,1600,582201,东吴优信稳健债券C,1.0883,07-25,0.50%,-0.55%,-0.93%,2.08%,1,0.00%
1600,1601,000191,富国信用债债券A,1.0100,07-25,0.50%,2.30%,5.60%,--,3,0.08%
1601,1602,164808,工银四季收益债券(LOF),1.0020,07-25,0.50%,1.73%,6.24%,18.81%,4,0.08%
1602,1603,002454,九泰久稳保本混合C,1.0070,07-25,0.49%,--,--,--,0,0.00%
1603,1604,000550,广发新动力混合,2.1920,07-25,0.49%,-0.79%,9.29%,--,0,0.15%
1604,1605,002739,泓德裕康债券C,0.9970,07-25,0.49%,--,--,--,0,0.00%
1605,1606,160616,鹏华中证500,1.3040,07-25,0.49%,1.18%,4.18%,32.96%,0,0.12%
1606,1607,000684,长盛养老健康产业灵活配置,1.2580,07-25,0.48%,-0.15%,--,--,0,0.15%
1607,1608,270049,广发纯债债券C,1.1810,07-25,0.47%,1.90%,7.05%,--,4,0.00%
1608,1609,570006,诺德中小盘混合,1.2530,07-25,0.47%,-2.90%,1.35%,27.80%,2,0.15%
1609,1610,000104,华宸信用增利债券,1.0850,07-25,0.47%,2.46%,5.41%,--,3,0.08%
1610,1611,000052,长盛纯债债券C,1.0610,07-25,0.47%,1.31%,4.26%,--,2,0.00%
1611,1612,000252,景顺长城景兴信用纯债A,1.2720,07-25,0.46%,1.83%,5.67%,--,3,0.08%
1612,1613,001200,创金合信聚利债券C,1.0670,07-25,0.46%,1.60%,--,--,0,0.00%
1613,1614,000489,光大保德信岁末红利纯债A,1.0246,07-25,0.46%,1.59%,--,--,0,0.08%
1614,1615,485005,工银增强收益债券B,1.1064,07-25,0.45%,1.88%,5.76%,17.60%,3,0.00%
1615,1616,090001,大成价值增长,0.9947,07-25,0.45%,7.57%,21.31%,54.95%,4,0.15%
1616,1617,002008,博时裕晟纯债债券,1.0308,07-25,0.45%,--,--,--,0,0.08%
1617,1618,001963,中欧天禧债券,1.0350,07-25,0.44%,--,--,--,0,0.08%
1618,1619,002283,长盛同裕纯债A,1.0110,07-25,0.43%,--,--,--,0,0.08%
1619,1620,002781,博时聚瑞纯债债券,1.0093,07-25,0.43%,--,--,--,0,0.08%
1620,1621,000150,华安双债添利债券C,1.0930,07-25,0.43%,1.26%,7.35%,--,3,0.00%
1621,1622,233013,大摩多元收益债券C,1.6300,07-25,0.42%,3.95%,11.15%,--,0,0.00%
1622,1623,001932,国寿安保保本混合,1.0190,07-25,0.41%,--,--,--,0,0.12%
1623,1624,690003,民生加银精选混合,1.1270,07-25,0.41%,1.12%,8.86%,28.51%,3,0.15%
1624,1625,519078,汇添富增强收益债券A,1.2410,07-25,0.41%,1.79%,5.61%,14.31%,3,0.08%
1625,1626,001358,宝盈祥泰养老混合,1.0510,07-25,0.41%,1.45%,--,--,0,0.15%
1626,1627,270021,广发聚瑞混合,1.7790,07-25,0.40%,-2.58%,-3.71%,12.14%,1,0.15%
1627,1628,370025,上投轮动添利债券A,1.0020,07-25,0.40%,1.19%,3.22%,--,2,0.08%
1628,1629,700005,平安大华添利债券A,1.3940,07-25,0.40%,0.67%,5.99%,--,4,0.08%
1629,1630,166004,中欧稳健债券C,1.0553,07-25,0.40%,1.58%,3.17%,7.82%,1,0.00%
1630,1631,163811,中银稳健双利债券A,1.5090,07-25,0.39%,2.03%,5.62%,15.59%,2,0.08%
1631,1632,001451,东方稳定增利债券C,1.0615,07-25,0.39%,--,--,--,0,0.00%
1632,1633,165509,信诚增强债券,1.1050,07-25,0.39%,1.90%,8.86%,24.60%,3,0.08%
1633,1634,519039,长盛同德主题混合,1.4325,07-25,0.37%,1.21%,9.55%,39.77%,3,0.15%
1634,1635,710302,富安达增强收益债券C,1.1686,07-25,0.37%,-4.19%,-4.83%,3.93%,1,0.00%
1635,1636,000047,华夏双债增强债券A,1.1530,07-25,0.37%,1.53%,6.65%,--,4,0.08%
1636,1637,001282,华安新机遇保本混合,1.0190,07-25,0.36%,1.32%,--,--,0,0.13%
1637,1638,200013,长城积极增利债券A,1.3080,07-25,0.36%,1.79%,7.13%,20.06%,5,0.08%
1638,1639,001752,华商信用增强债券C,1.0600,07-25,0.36%,--,--,--,0,0.00%
1639,1640,000130,大成景兴信用债债券A,1.1220,07-25,0.36%,1.46%,6.81%,--,3,0.08%
1640,1641,002282,平安大华安享保本混合,1.0140,07-25,0.36%,--,--,--,0,0.12%
1641,1642,040010,华安稳定债券B,1.1097,07-25,0.35%,0.49%,5.24%,16.95%,3,0.00%
1642,1643,161813,银华信用债券(LOF),1.2780,07-25,0.34%,1.47%,5.55%,14.83%,3,0.08%
1643,1644,002284,长盛同裕纯债C,1.0070,07-25,0.34%,--,--,--,0,0.00%
1644,1645,530006,建信核心精选混合,1.4930,07-25,0.34%,-1.07%,4.81%,30.02%,2,0.15%
1645,1646,000136,民生加银策略精选混合,2.4030,07-25,0.34%,5.17%,30.55%,--,5,0.15%
1646,1647,000187,华泰柏瑞丰盛纯债债券A,1.0722,07-25,0.33%,1.24%,4.25%,--,3,0.08%
1647,1648,217024,招商安盈保本,1.0330,07-25,0.33%,0.86%,3.41%,--,0,0.12%
1648,1649,531008,建信稳定增利债券A,1.6500,07-25,0.33%,1.58%,--,--,0,0.06%
1649,1650,660013,农银汇理信用添利债券,1.1072,07-25,0.33%,1.97%,6.08%,16.50%,3,0.08%
1650,1651,000207,建信双债增强债券A,1.2550,07-25,0.32%,0.59%,3.90%,--,2,0.08%
1651,1652,360014,光大添益债券C,1.0240,07-25,0.32%,1.06%,3.92%,11.52%,3,0.00%
1652,1653,519748,交银丰享收益债券C,1.0040,07-25,0.32%,1.83%,--,--,0,0.00%
1653,1654,213001,宝盈鸿利收益灵活配置混合,0.9030,07-25,0.31%,-0.01%,1.54%,30.26%,4,0.15%
1654,1655,000147,易方达高等级信用债A,1.1450,07-25,0.31%,1.45%,4.40%,--,3,0.08%
1655,1656,519704,交银先进制造混合,2.1320,07-25,0.31%,12.04%,32.04%,86.11%,3,0.15%
1656,1657,240001,华宝宝康消费品,2.2833,07-25,0.31%,-0.49%,5.38%,29.51%,2,0.12%
1657,1658,290007,泰信增强债券A,1.0173,07-25,0.30%,0.80%,3.20%,9.57%,3,0.08%
1658,1659,167701,德邦德信中高企债指数A,1.1065,07-25,0.28%,2.02%,5.25%,--,0,0.05%
1659,1660,372010,上投强化债券A,1.2860,07-25,0.28%,0.72%,3.93%,12.59%,2,0.08%
1660,1661,502010,易方达证券公司分级,1.1440,07-25,0.28%,0.16%,--,--,0,0.10%
1661,1662,000048,华夏双债增强债券C,1.1430,07-25,0.27%,1.29%,6.24%,--,4,0.00%
1662,1663,001403,招商国企改革主题混合基金,0.9190,07-25,0.27%,-2.33%,--,--,0,0.15%
1663,1664,519186,万家稳健增利债券A,1.1093,07-25,0.26%,1.82%,6.52%,17.68%,5,0.08%
1664,1665,590010,中邮稳定收益债券C,1.0740,07-25,0.26%,1.62%,5.64%,--,5,0.00%
1665,1666,620009,金元顺安丰祥债券,1.0280,07-25,0.25%,1.03%,3.66%,--,0,0.06%
1666,1667,000305,中银中高等级A,1.0340,07-25,0.25%,1.49%,4.88%,--,2,0.08%
1667,1668,470028,汇添富社会责任混合,1.6150,07-25,0.25%,-3.47%,1.02%,29.85%,3,0.15%
1668,1669,000192,富国信用债债券C,1.0070,07-25,0.25%,1.81%,4.87%,--,2,0.00%
1669,1670,240012,华宝增强债券A,1.1068,07-25,0.24%,1.13%,5.72%,16.74%,4,0.08%
1670,1671,000015,华夏纯债债券A,1.1650,07-25,0.23%,1.63%,5.16%,--,2,0.08%
1671,1672,100068,富国纯债C,1.0180,07-25,0.23%,1.62%,4.08%,--,1,0.00%
1672,1673,270006,广发策略优选,1.8030,07-25,0.23%,0.61%,3.09%,18.27%,2,0.15%
1673,1674,288102,华夏稳定双利债券C,1.0619,07-25,0.22%,1.57%,6.02%,15.19%,3,0.00%
1674,1675,001266,国投瑞银招财混合,1.0015,07-25,0.22%,1.51%,--,--,0,0.15%
1675,1676,002331,泰康安泰回报混合,1.0230,07-25,0.22%,--,--,--,0,0.12%
1676,1677,470078,汇添富增强债券C,1.2100,07-25,0.22%,1.42%,5.06%,13.37%,3,0.00%
1677,1678,000302,国泰淘金互联网债券,1.1720,07-25,0.22%,0.79%,3.07%,--,4,0.00%
1678,1679,270009,广发增强债券,1.1140,07-25,0.21%,1.17%,6.23%,14.99%,4,0.00%
1679,1680,000253,景顺长城景兴信用纯债C,1.2510,07-25,0.21%,1.38%,4.99%,--,3,0.00%
1680,1681,261001,景顺长城稳定债券A,1.0440,07-25,0.21%,2.12%,5.99%,10.51%,3,0.08%
1681,1682,519519,华泰柏瑞稳本增利债券A,1.0076,07-25,0.21%,0.38%,0.19%,5.61%,1,0.08%
1682,1683,000103,国泰中国企业境外高收益债券,1.3380,07-24,0.20%,7.49%,14.05%,--,0,0.08%
1683,1684,001739,中融融安二号保本,1.0250,07-25,0.20%,--,--,--,0,0.12%
1684,1685,161826,银华中证转债指数增强分级,0.9220,07-25,0.20%,-3.47%,-10.76%,--,0,0.08%
1685,1686,217003,招商安泰债券A,1.1505,07-25,0.19%,1.05%,4.39%,12.50%,4,0.08%
1686,1687,200113,长城积极增利债券C,1.2780,07-25,0.18%,1.39%,6.44%,18.72%,4,0.00%
1687,1688,000563,南方通利A,1.0290,07-25,0.18%,1.99%,7.14%,--,0,0.08%
1688,1689,370021,上投分红添利债券A,1.0560,07-25,0.17%,1.38%,5.51%,16.85%,4,0.08%
1689,1690,485111,工银双利债券A,1.7160,07-25,0.17%,2.90%,9.19%,24.29%,5,0.08%
1690,1691,001001,华夏债券A/B,1.0370,07-25,0.17%,1.18%,4.06%,10.64%,3,0.10%
1691,1692,040019,华安稳固收益债券C,1.0940,07-25,0.17%,0.71%,4.67%,16.36%,4,0.00%
1692,1693,290003,泰信双息双利债券,1.0253,07-25,0.17%,0.75%,3.26%,9.44%,4,0.00%
1693,1694,000067,民生加银转债优选A,0.6820,07-25,0.17%,-3.91%,-11.76%,--,1,0.08%
1694,1695,000058,国联安保本混合,0.9973,07-25,0.17%,-1.16%,0.85%,--,0,0.10%
1695,1696,000395,汇添富安心中国债券A,1.1520,07-25,0.17%,1.09%,3.54%,--,1,0.08%
1696,1697,000490,光大保德信岁末红利纯债C,1.0208,07-25,0.16%,1.04%,--,--,0,0.00%
1697,1698,160135,南方中证高铁产业指数分级,1.0396,07-25,0.16%,-1.51%,--,--,0,0.06%
1698,1699,519749,交银丰泽收益债券A,1.0140,07-25,0.16%,1.74%,--,--,0,0.08%
1699,1700,163812,中银稳健双利债券B,1.4710,07-25,0.16%,1.59%,4.95%,14.38%,2,0.00%
1700,1701,720003,财通收益增强债券A,1.2566,07-25,0.15%,-0.01%,3.20%,--,0,0.08%
1701,1702,161825,银华中证800分级,0.9910,07-25,0.15%,-0.69%,0.46%,--,0,0.12%
1702,1703,370026,上投轮动添利债券C,0.9970,07-25,0.15%,0.74%,2.54%,--,2,0.00%
1703,1704,000131,大成景兴信用债债券C,1.1030,07-25,0.14%,1.05%,6.27%,--,3,0.00%
1704,1705,110038,易方达纯债债券C,1.0890,07-25,0.14%,1.29%,4.65%,10.52%,1,0.00%
1705,1706,000148,易方达高等级信用债C,1.1250,07-25,0.14%,1.11%,3.81%,--,2,0.00%
1706,1707,002775,博时景兴纯债债券,1.0097,07-25,0.14%,--,--,--,0,0.08%
1707,1708,485119,工银信用纯债债券A,1.1400,07-25,0.14%,1.35%,4.27%,--,1,0.08%
1708,1709,202017,南方深证成份ETF联接A,0.8546,07-25,0.13%,-0.46%,0.92%,13.05%,0,0.12%
1709,1710,000208,建信双债增强债券C,1.2360,07-25,0.12%,0.19%,3.29%,--,2,0.00%
1710,1711,560005,益民多利债券,0.8516,07-25,0.11%,-0.58%,-4.00%,-7.19%,1,0.00%
1711,1712,000932,前海开源睿远稳健增利混合A,1.1430,07-25,0.11%,0.82%,--,--,0,0.12%
1712,1713,700006,平安大华添利债券C,1.3650,07-25,0.11%,0.16%,5.20%,--,3,0.00%
1713,1714,161610,融通领先成长混合(LOF),0.9070,07-25,0.11%,-6.61%,-4.56%,8.47%,2,0.15%
1714,1715,002336,创金合信尊享纯债,1.0120,07-25,0.11%,--,--,--,0,0.08%
1715,1716,000188,华泰柏瑞丰盛纯债债券C,1.0584,07-25,0.11%,0.76%,3.67%,--,3,0.00%
1716,1717,519197,万家颐达,0.9986,07-25,0.10%,--,--,--,0,0.12%
1717,1718,291007,泰信增强债券C,1.0110,07-25,0.10%,0.39%,2.57%,8.47%,2,0.00%
1718,1719,240013,华宝增强债券B,1.0598,07-25,0.09%,0.78%,5.13%,15.56%,4,0.00%
1719,1720,160602,鹏华普天债券A,1.1850,07-25,0.07%,0.79%,5.97%,16.07%,5,0.08%
1720,1721,001437,易方达瑞享混合I,1.3280,07-25,0.07%,4.31%,--,--,0,0.06%
1721,1722,002596,华商保本1号,1.0020,07-25,0.06%,--,--,--,0,0.13%
1722,1723,164821,工银中证新能源指数分级,1.1448,07-25,0.06%,-2.01%,--,--,0,0.10%
1723,1724,002928,长盛盛和纯债C,0.9903,07-25,0.06%,--,--,--,0,0.00%
1724,1725,530008,建信稳定增利债券C,1.6230,07-25,0.06%,1.06%,6.55%,19.98%,4,0.00%
1725,1726,160617,鹏华丰润债券(LOF),1.0090,07-25,0.06%,1.36%,5.59%,17.08%,4,0.08%
1726,1727,398051,中海环保新能源,0.8740,07-25,0.05%,-5.04%,-7.59%,-1.50%,2,0.15%
1727,1728,460003,华泰柏瑞稳本增利债券B,0.9750,07-25,0.05%,0.08%,-0.23%,4.87%,1,0.00%
1728,1729,372110,上投强化债券B,1.2580,07-25,0.05%,0.32%,3.30%,11.39%,2,0.00%
1729,1730,002897,东方臻馨债券C,0.9930,07-25,0.04%,--,--,--,0,0.00%
1730,1731,519187,万家稳健增利债券C,1.0942,07-25,0.04%,1.41%,5.87%,16.45%,5,0.00%
1731,1732,000205,易方达投资级信用债债券A,1.0990,07-25,0.03%,1.73%,6.46%,--,5,0.08%
1732,1733,002714,鹏华金城保本混合,0.9940,07-25,0.03%,--,--,--,0,0.12%
1733,1734,202103,南方多利增强债券A,1.0718,07-25,0.02%,1.34%,5.30%,14.46%,3,0.08%
1734,1735,000564,南方通利C,1.0280,07-25,0.02%,1.76%,6.97%,--,0,0.00%
1735,1736,270029,广发聚财信用债券A,1.1070,07-25,0.02%,1.82%,8.22%,21.72%,4,0.08%
1736,1737,002143,博时裕坤纯债,1.0138,07-25,0.02%,--,--,--,0,0.08%
1737,1738,001605,国富沪港深成长精选股票,0.9330,07-25,0.02%,--,--,--,0,0.15%
1738,1739,002720,国寿安保尊利增强回报债券A,1.0060,07-25,0.02%,--,--,--,0,0.08%
1739,1740,000591,中银健康生活混合,1.4340,07-25,0.01%,-1.89%,0.88%,--,0,0.15%
1740,1741,000068,民生加银转债优选C,0.6770,07-25,0.00%,-4.21%,-12.14%,--,1,0.00%
1741,1742,485011,工银双利债券B,1.6680,07-25,0.00%,2.52%,8.57%,23.01%,4,0.00%
1742,1743,261101,景顺长城稳定债券C,1.0420,07-25,-0.01%,1.69%,5.28%,9.21%,3,0.00%
1743,1744,001363,长城久惠保本,1.0090,07-25,-0.01%,--,--,--,0,0.12%
1744,1745,000561,南方启元A,1.0860,07-25,-0.01%,1.09%,3.97%,--,0,0.08%
1745,1746,001800,华安新乐享保本混合,1.0100,07-25,-0.01%,--,--,--,0,0.13%
1746,1747,001003,华夏债券C,1.0330,07-25,-0.02%,0.80%,3.49%,9.66%,3,0.00%
1747,1748,161603,融通债券A/B,1.2180,07-25,-0.02%,1.17%,4.88%,12.69%,2,0.12%
1748,1749,217203,招商安泰债券B,1.1714,07-25,-0.02%,0.63%,3.74%,11.30%,4,0.00%
1749,1750,370022,上投分红添利债券B,1.0530,07-25,-0.03%,0.95%,4.90%,15.66%,4,0.00%
1750,1751,000206,易方达投资级信用债债券C,1.0980,07-25,-0.03%,1.54%,6.10%,--,5,0.00%
1751,1752,288001,华夏经典混合,1.0110,07-25,-0.03%,-5.49%,-9.11%,1.81%,1,0.15%
1752,1753,001892,长盛新兴成长混合,1.0230,07-25,-0.04%,--,--,--,0,0.15%
1753,1754,160218,国泰国证房地产行业指数分级,0.7567,07-25,-0.04%,0.83%,7.45%,--,0,0.10%
